community_id,size,community_out_degree,community_in_degree,internal_edges,reciprocal_internal_edges,typed_internal_edges,superficial_internal_edges,mean_internal_semantic_weight,mean_internal_label_confidence,degree_assortativity,mean_pagerank_drop,mean_rank_drop,mean_weighted_pagerank,mean_unweighted_pagerank,possible_directed_edges,density,reciprocity,expected_internal_edges,inflation,log_inflation,semantic_coverage,semantic_superficiality,density_z,log_inflation_z,reciprocity_z,semantic_superficiality_z,degree_assortativity_z,mean_pagerank_drop_z,cci_score,structural_cci_score,rank_cci
14,1079,14993.0,10992.0,8603,12,3510,2252,0.7717424154364757,0.33591055630404326,0.15356655191072582,1.0563190803449408e-07,2182.2752548656163,8.825133917907697e-07,9.881452998252638e-07,1163162,0.007396218239591733,0.0013948622573520864,33.82973775870648,254.30288763577298,5.5424506349385565,0.4079972102754853,0.6415954415954416,4.288780844853022,2.6726675644309856,-0.8617662714175641,0.22865989460520786,3.649816446531248,1.196856852480228,1.8625025552471879,2.189271087375584,1
15,22125,150544.0,153487.0,138436,864,59266,47433,0.7129756710682192,0.3836255613394014,-0.1818049564325638,2.172792171717913e-08,-627.3139435028248,2.2524805358403175e-06,2.2742084575574966e-06,489493500,0.00028281478712179016,0.006241151145655754,4743.167038622662,29.186406228737738,3.4073916981679773,0.4281111849518911,0.8003408362298788,-0.2903079994181289,0.2535305316924544,1.3952282415667896,1.385021018669185,-0.22573404650540754,0.1299157724150198,0.4412755864033187,0.2525264999501454,2
0,16575,88116.0,100903.0,68851,700,29362,20705,0.7513979462898143,0.37796620070727394,-0.27395850698058816,-2.2934096575991956e-08,-626.0119457013575,2.3620713196135484e-06,2.3391372230375564e-06,274714050,0.00025062788015392735,0.010166882107739902,1825.1233588365415,37.724025429103236,3.6564602195331397,0.42645713206779856,0.7051631360261562,-0.3110275758646129,0.5357386119224368,3.223504154350452,0.6917108747947798,-1.2906597464426133,-0.4380160282910253,0.4018750484115696,0.3439078831349275,3
5,6960,108175.0,102127.0,66597,110,28406,15302,0.7998333258254876,0.3591634308542542,-0.09918461590187297,1.7635678438242302e-07,823.284051724138,1.4555161408224548e-06,1.6318729252048777e-06,48434640,0.0013749869927803737,0.0016517260537261438,2267.7796248992104,29.36661008362303,3.4133436522686145,0.4265357298376804,0.5386890093642188,0.41275258140942384,0.26027441699418297,-0.7421406790597171,-0.5209492384492621,0.7290259540096513,2.096209544410258,0.3725287632190895,0.5512243635527598,4
13,12052,126792.0,126143.0,122138,120,51855,44087,0.6945094892662398,0.384895715258148,-0.19058136127248199,4.653446238706087e-08,1154.6116827082642,1.9393674675526465e-06,1.9859019299397073e-06,145238652,0.000840946940212582,0.0009824952103358495,3283.1322586843103,37.20166913073001,3.6428792091796796,0.424560742766379,0.850197666570244,0.06897665706507264,0.520350594045162,-1.0538122232586606,1.7481969111567446,-0.32715411129402916,0.4453610624029071,0.23365314835286607,-0.0692556042079096,5
4,17594,156602.0,150518.0,129058,480,53277,40789,0.7444745773218242,0.3646815983047933,-0.15988609149007096,2.8533357843600043e-09,50.99414573149937,1.87085648699309e-06,1.8737098227774505e-06,309531242,0.0004169466034061919,0.0037192580080273987,4838.593233685255,26.672628544496305,3.320443785474055,0.4128143935284911,0.765602417553541,-0.20396374694971786,0.15501385288107908,0.22074213371274196,1.1319733194821948,0.027560183091844742,-0.11009750925178709,0.20353803882772595,0.017850982696832166,6
1,36976,275574.0,280638.0,253909,1096,101916,78878,0.7438739863494401,0.3589831477125722,-0.21270086759865622,3.346000043790973e-08,-1173.9104013414105,1.8668439585388015e-06,1.9003039589767114e-06,1367187600,0.00018571628355903755,0.004316507095061616,15875.15913065755,15.994107391947955,2.8328666599651693,0.40138789881414205,0.7739510969818282,-0.352812913898305,-0.39743735130855606,0.4988906187472312,1.192788238556702,-0.5827669511312844,0.2791034009308676,0.10629417364944255,-0.11100463933200932,7
9,9473,69004.0,67490.0,49876,276,20210,12649,0.7932793327452081,0.3558262719563995,-0.20099156471341617,-6.422890164065015e-08,-286.5125092367782,1.7593369646933946e-06,1.6951080630527441e-06,89728256,0.0005558561173862556,0.005533723634613842,955.9761668990366,52.17284878741914,3.9735479049302866,0.40520490817226723,0.6258782780801584,-0.1145439621618361,0.8950160768948281,1.0657678962272348,0.11417016776000792,-0.44745433977028526,-0.9631296236110648,0.0916377025564808,0.08713120951577535,8
18,13646,89949.0,90143.0,73835,126,28118,21796,0.7533364935328773,0.3324059488287855,-0.20977932326924373,8.798058228775227e-09,369.5336362303972,1.8311042564361037e-06,1.839902314664879e-06,186199670,0.00039653668559133323,0.0017065077537753099,1664.4153695419768,44.360921769376795,3.814650980407398,0.38082210333852506,0.7751618180524931,-0.2171021591883853,0.7149772836411858,-0.716627962159714,1.2016075859237612,-0.5490056080099924,-0.03450314402645631,0.06655766603006649,-0.16045231794867243,9
16,44634,393528.0,384310.0,304774,750,126626,87181,0.7671287577024287,0.36772136912226544,-0.16188527606347286,9.789011983508742e-08,1206.464220101268,1.7607234325648594e-06,1.8586135523999468e-06,1992149322,0.000152987527909818,0.002460839835419032,31044.930658534544,9.81719055366016,2.3811365866213214,0.4154750733330271,0.6884920948304456,-0.37388129289319805,-0.9092719102555443,-0.36532340552320786,0.5702727443798342,0.004457622002522488,1.0984106138012628,0.004110728585278241,-0.10912167457363298,10
